id_cooperado,idade,renda_mensal,segmento,tempo_cooperativa_meses
972,47,11996.22,Agro,54
973,32,11409.86,PF,76
974,44,5878.16,PF,13
975,68,3927.6,PF,39
976,51,1140.49,PF,23
977,69,1717.6,PF,114
978,74,20197.71,PF,110
979,55,1131.32,Agro,107
980,50,2623.87,PF,92
981,41,12279.48,PJ,14
982,32,5812.53,PF,17
983,47,10326.16,PF,24
984,72,7587.54,PF,117
985,59,15925.33,PF,58
986,68,6225.08,PF,63
987,34,8356.19,Agro,34
988,22,2753.43,PJ,51
989,46,7856.26,PF,112
990,21,3579.93,PJ,86
991,27,3420.41,PF,10
992,73,10054.53,PF,118
993,34,10110.19,PF,72
994,27,18972.65,PF,21
995,34,18008.71,PF,37
996,37,10237.9,PF,7
997,41,1240.96,Agro,90
998,22,21208.23,PF,13
999,51,10243.25,Agro,80
1000,23,2663.28,PF,30
1001,70,8805.46,PF,31
1002,19,2143.48,Agro,5
1003,30,8061.9,Agro,32
1004,60,1714.68,Agro,16
1005,60,2574.54,PF,111
1006,65,8672.77,Agro,73
1007,28,11594.77,PF,22
1008,68,6376.34,Agro,64
1009,64,3909.11,PF,119
1010,74,905.16,PJ,44
1011,40,4157.97,PF,40
1012,72,7531.04,Agro,109
1013,33,3814.59,PF,37
1014,48,4826.79,PF,78
1015,28,4236.56,PJ,16
1016,71,3799.54,PF,43
1017,33,5222.35,PF,84
1018,25,3951.48,PJ,63
1019,21,15593.85,PF,108
1020,57,841.23,PF,15
1021,21,3175.84,PF,44
1022,73,2449.88,Agro,90
1023,42,5856.39,Agro,9
1024,20,5227.64,Agro,65
1025,49,17993.3,PF,99
1026,20,23409.88,PF,44
1027,44,2647.93,PF,20
1028,46,4916.74,Agro,109
1029,49,5750.51,PF,119
1030,67,2596.06,PJ,70
1031,68,8125.04,PF,106
1032,36,4057.79,PF,74
1033,38,2092.03,PF,112
1034,22,3929.81,PF,33
1035,35,2212.46,PF,80
1036,45,11263.44,PJ,100
1037,59,22499.48,PF,6
1038,39,5978.08,PJ,83
1039,38,5372.35,PF,31
1040,23,5552.19,PF,66
1041,18,12654.74,Agro,18
1042,22,12438.59,PF,106
1043,58,4480.44,PF,28
1044,29,6015.36,PF,68
1045,43,8284.3,PF,65
1046,63,1978.02,PJ,111
1047,51,12966.01,PJ,106
1048,66,19689.99,PF,114
1049,31,12481.79,PF,80
1050,43,1814.43,PF,45
1051,62,1016.38,PF,58
1052,44,8664.37,PJ,47
1053,26,2675.38,Agro,66
1054,43,6183.91,PF,52
1055,74,16782.95,PF,36
1056,64,2905.72,PF,1
1057,74,3633.52,PF,39
1058,39,6132.63,PF,87
1059,64,1740.61,Agro,90
1060,73,2680.38,PF,75
1061,47,5013.48,PF,106
1062,60,3864.69,Agro,1
1063,65,7996.24,Agro,75
1064,34,44926.53,PF,88
1065,43,5320.44,PF,74
1066,53,2506.47,PF,14
1067,18,15284.47,PF,78
1068,25,1378.77,PF,71
1069,66,1617.88,PF,23
1070,52,3053.11,PF,43
1071,69,3919.39,PF,22
1072,32,2995.13,PF,60
1073,64,4792.42,PF,100
1074,73,6122.91,PJ,27
1075,39,11558.4,PJ,56
1076,31,5286.71,Agro,2
1077,43,3135.18,Agro,39
1078,45,11066.93,PF,51
1079,40,2555.05,PF,110
1080,31,1331.31,Agro,19
1081,41,12897.19,PJ,62
1082,19,12252.47,PF,71
1083,62,2607.54,PJ,76
1084,43,3571.43,PF,67
1085,31,2360.1,PF,63
1086,73,6382.4,PF,111
1087,68,19646.2,PF,5
1088,24,8624.01,PF,72
1089,20,11255.13,Agro,78
1090,64,9469.04,PF,61
1091,40,4914.3,PF,100
1092,63,11692.14,Agro,71
1093,60,8919.76,PF,7
1094,64,15545.97,PF,50
1095,62,3402.82,Agro,46
1096,35,1223.55,Agro,96
1097,55,11341.24,PF,72
1098,52,6501.68,PJ,76
1099,68,3878.34,PF,74
1100,32,4055.7,Agro,14
1101,42,37939.54,PF,73
1102,72,2940.23,PJ,102
1103,54,2483.33,PF,94
1104,45,5261.79,PF,69
1105,27,12637.11,PF,65
1106,56,30415.92,PF,65
1107,74,8315.63,Agro,57
1108,34,1778.76,PF,62
1109,56,23782.17,PF,20
1110,39,4838.81,PJ,113
1111,43,2514.51,PF,75
1112,61,2072.45,Agro,26
1113,42,9595.63,PF,44
1114,34,5949.51,PF,67
1115,30,6477.31,PF,70
1116,37,13755.62,Agro,62
1117,42,2587.06,PF,107
1118,21,14660.67,PF,45
1119,27,3244.36,PF,11
1120,20,27755.96,PJ,72
1121,58,7934.62,PF,93
1122,62,2353.85,PF,74
1123,35,972.3,PF,34
1124,64,9387.55,PF,88
1125,53,3643.34,PF,46
1126,64,4339.64,PJ,112
1127,39,9072.08,PF,81
1128,51,11029.53,PF,32
1129,64,13081.68,PF,75
1130,25,1920.09,PF,98
1131,57,15378.35,PF,88
1132,66,3092.59,PF,119
1133,61,808.35,PJ,5
1134,36,1914.57,Agro,63
1135,59,5851.31,PF,29
1136,58,2246.1,PJ,48
1137,54,4580.5,Agro,112
1138,23,6442.05,PF,98
1139,69,4250.92,PF,16
1140,43,3309.38,Agro,25
1141,51,1807.04,PF,101
1142,73,5001.81,PJ,72
1143,62,942.03,Agro,29
1144,23,2838.98,PF,52
1145,54,2339.69,PF,46
1146,74,4058.22,PJ,25
1147,50,4143.67,Agro,106
1148,70,10593.18,PF,23
1149,39,17444.54,PF,34
1150,38,2009.77,PF,67
1151,23,24203.83,PJ,94
1152,23,2634.8,PF,114
1153,72,5642.16,Agro,117
1154,65,7395.97,PF,34
1155,21,34740.67,PF,32
1156,47,3184.89,PF,117
1157,28,1167.49,PF,29
1158,47,16192.5,PF,9
1159,48,2523.25,PF,66
1160,41,3680.22,PJ,57
1161,72,2009.82,Agro,39
1162,26,3688.73,PJ,7
1163,72,2509.12,PF,110
1164,20,8443.51,PF,69
1165,68,5242.92,PJ,8
1166,48,2850.23,PF,96
1167,57,10901.96,PF,119
1168,54,6026.96,PF,118
1169,53,1122.33,PF,18
1170,41,10257.48,PJ,102
1171,48,5698.14,PF,110
1172,23,14951.79,Agro,82
1173,19,5426.96,Agro,49
1174,37,2608.77,PF,105
1175,45,4173.72,Agro,109
1176,28,9350.04,PF,16
1177,21,2652.9,Agro,21
1178,32,3455.64,PF,10
1179,23,4116.05,Agro,106
1180,71,1959.61,PF,4
1181,66,2683.67,PF,44
1182,47,5642.26,PF,8
1183,73,12861.35,PJ,111
1184,55,6334.19,PJ,117
1185,68,4737.72,PF,55
1186,74,2527.49,Agro,19
1187,19,11803.23,PJ,111
1188,32,6952.14,PJ,64
1189,28,2792.29,PF,40
1190,25,10086.15,Agro,104
1191,43,7689.89,PJ,51
1192,68,2563.62,PF,9
1193,62,4531.9,PF,30
1194,61,3313.57,PJ,56
1195,22,40409.91,PF,81
1196,23,7520.56,PJ,104
1197,43,5706.78,PF,44
1198,71,7173.37,PJ,59
1199,21,14814.03,PF,15
1200,36,4597.63,PJ,68
1201,37,3065.83,Agro,70
1202,50,9656.89,PF,61
1203,37,4272.88,PF,80
1204,66,2088.25,PF,90
1205,29,1786.92,PF,101
1206,64,16704.56,PF,23
1207,18,5460.61,Agro,77
1208,43,3066.67,PF,47
1209,31,4074.62,PF,17
1210,55,9376.44,PJ,57
1211,54,3886.54,Agro,54
1212,28,1541.43,Agro,91
1213,53,6378.4,PF,52
1214,30,12921.89,PF,22
1215,60,12248.66,PF,101
1216,20,3141.75,PF,83
1217,50,13566.22,PJ,39
1218,23,5827.6,PF,99
1219,67,13265.45,PF,13
1220,73,7777.18,Agro,78
1221,27,1454.94,PF,112
1222,22,19878.44,Agro,95
1223,40,5122.65,PF,109
1224,27,7796.54,PF,66
1225,61,1677.0,PF,110
1226,19,7363.28,PF,52
1227,30,11876.8,PJ,103
1228,57,23115.44,Agro,101
1229,19,15067.87,PF,14
1230,37,7657.03,Agro,73
1231,18,1428.67,PF,74
1232,54,5463.35,PJ,63
1233,26,3059.46,PF,71
1234,34,5931.2,PF,28
1235,26,1857.41,PJ,110
1236,28,4154.16,PF,89
1237,32,3249.49,PF,46
1238,41,3169.94,PF,28
1239,55,3195.22,PF,2
1240,72,4408.62,Agro,17
1241,52,6179.27,PF,59
1242,47,665.94,PF,52
1243,48,734.25,Agro,4
1244,66,3748.26,PF,77
1245,22,4195.57,PF,82
1246,61,5717.51,Agro,3
1247,67,2745.89,PF,115
1248,31,4952.13,PJ,37
1249,70,5438.28,PJ,97
1250,73,2730.81,PJ,105
1251,28,11056.4,PJ,24
1252,26,5662.32,Agro,72
1253,51,7612.67,PF,35
1254,29,5193.05,PF,2
1255,52,26448.07,PF,33
1256,52,7919.77,PF,76
1257,18,3326.27,PF,86
1258,57,9478.43,PF,77
1259,39,1325.99,PJ,10
1260,46,5408.25,PF,81
1261,25,6344.4,PF,62
1262,28,5457.88,PJ,43
1263,58,3763.02,PF,69
1264,54,2186.77,Agro,59
1265,31,2613.7,PF,9
1266,47,5332.95,PF,77
1267,52,2016.63,PF,60
1268,38,20254.54,PF,63
1269,54,594.24,PF,52
1270,22,3794.28,PF,23
1271,36,5368.54,PJ,30
1272,31,7375.63,PJ,43
1273,43,2361.99,Agro,119
1274,21,12178.6,Agro,68
1275,42,1611.52,PJ,21
1276,62,3124.71,PJ,43
1277,59,8075.56,PJ,73
1278,42,11295.4,PJ,7
1279,35,1598.46,PF,16
1280,57,40783.36,PF,23
1281,25,2397.08,PF,58
1282,56,1720.3,Agro,87
1283,57,7347.92,PF,31
1284,31,3719.58,PF,69
1285,49,3304.89,PF,6
1286,68,7915.0,PF,115
1287,55,1448.33,PF,65
1288,50,1259.28,Agro,59
1289,40,3047.45,PF,112
1290,32,11641.38,Agro,28
1291,50,3155.04,Agro,18
1292,42,17664.73,PJ,88
1293,34,12846.31,Agro,77
1294,50,6163.23,PF,97
1295,64,6449.64,PF,10
1296,72,6158.58,PF,7
1297,19,5584.63,Agro,37
1298,31,3666.55,PF,96
1299,70,4023.27,PF,45
1300,57,2088.15,PF,86
1301,57,838.79,PF,16
1302,68,11887.66,PJ,88
1303,56,5573.66,PF,116
1304,68,4939.25,PF,118
1305,23,6759.87,Agro,14
1306,23,2533.31,PF,11
1307,20,2206.47,PF,83
1308,24,3916.89,Agro,87
1309,68,14683.49,PF,34
1310,25,1929.48,PF,60
1311,59,600.85,PF,104
1312,69,3238.54,PF,13
1313,32,12260.77,PJ,39
1314,64,1229.01,PF,44
1315,46,1911.75,PJ,28
1316,50,6068.32,Agro,40
1317,69,38404.34,PJ,16
1318,47,1658.11,Agro,50
1319,56,1607.53,Agro,115
1320,44,6444.35,PF,28
1321,53,12883.97,PF,68
1322,46,2983.11,PJ,92
1323,55,1343.3,PF,60
1324,74,6953.49,PF,12
1325,50,8037.5,PF,16
1326,54,20392.53,PF,53
1327,44,8312.85,PF,54
1328,72,9532.41,PF,49
1329,50,3984.97,PF,36
1330,21,34655.21,PJ,62
1331,39,3574.16,PJ,84
1332,19,3012.31,PF,26
1333,27,20902.25,PF,56
1334,22,1511.13,PF,90
1335,27,1121.11,PF,22
1336,50,5408.06,PF,73
1337,71,4907.95,PJ,69
1338,55,4095.69,PF,81
1339,30,10885.03,PJ,49
1340,48,2376.62,PJ,98
1341,64,5173.65,PJ,2
1342,53,3684.59,PF,53
1343,62,2409.14,PF,119
1344,41,4677.54,PF,7
1345,69,9721.32,PF,100
1346,73,26807.97,Agro,77
1347,32,7812.93,PF,20
1348,46,659.4,PF,94
1349,25,4767.07,PF,30
1350,22,5114.54,PJ,75
1351,46,10393.83,PJ,95
1352,64,5697.87,Agro,67
1353,21,13392.78,PF,59
1354,29,6723.31,PF,66
1355,62,17103.5,PF,112
1356,19,3459.93,PF,3
1357,44,5516.37,PF,56
1358,48,9521.55,PF,79
1359,68,3109.59,PJ,17
1360,68,2612.31,PF,112
1361,53,2970.6,Agro,52
1362,53,2698.98,PF,7
1363,43,7465.51,PF,112
1364,60,1132.47,PF,5
1365,44,1415.48,Agro,98
1366,22,21811.6,PF,97
1367,37,2751.56,PF,54
1368,28,5767.6,PF,61
1369,27,1493.21,PF,109
1370,57,5299.14,PF,16
1371,55,2765.0,PF,101
1372,23,1407.44,Agro,67
1373,25,14321.77,PJ,59
1374,40,12658.1,Agro,47
1375,64,4510.29,PJ,48
1376,43,10932.94,PF,107
1377,63,22530.7,PF,115
1378,60,8984.54,PF,64
1379,29,7213.75,Agro,50
1380,43,5762.69,PF,85
1381,30,8263.45,Agro,41
1382,57,3673.37,PF,72
1383,35,3939.04,Agro,22
1384,42,7049.51,PF,115
1385,50,3364.07,PF,54
1386,64,3667.85,PF,5
1387,57,4915.5,Agro,17
1388,60,12338.58,Agro,101
1389,29,1985.98,Agro,78
1390,61,9021.29,PF,103
1391,53,9259.79,PF,41
1392,65,9215.57,PF,92
1393,21,2577.57,PF,95
1394,22,1268.84,PF,81
1395,73,7690.65,PF,35
1396,54,5710.32,PF,40
1397,25,10976.38,PF,22
1398,59,2806.16,Agro,109
1399,66,9028.08,PF,48
1400,45,11424.66,PF,53
1401,48,4553.96,PF,93
1402,26,6860.55,PF,10
1403,71,6671.32,PF,18
1404,68,2547.39,PF,99
1405,46,7516.66,PF,108
1406,31,17997.69,PF,80
1407,57,5002.85,PF,114
1408,58,1527.31,PF,49
1409,39,2836.2,PF,71
1410,28,1183.77,PJ,30
1411,40,13797.03,PF,19
1412,18,9056.92,PF,55
1413,63,3290.86,PF,60
1414,54,1580.59,PF,87
1415,38,2523.4,Agro,72
1416,43,2949.46,PJ,81
1417,63,5364.33,Agro,21
1418,53,5221.85,PF,26
1419,71,14373.56,PF,28
1420,40,2823.68,PJ,39
1421,74,1470.64,Agro,33
1422,18,1947.72,PF,40
1423,71,4825.07,PF,83
1424,72,2743.69,PF,29
1425,68,3890.89,Agro,20
1426,57,3417.87,PF,20
1427,32,10852.93,PF,74
1428,38,3073.05,Agro,12
1429,64,3634.13,PF,97
1430,26,8723.95,PF,25
1431,70,3127.58,PF,25
1432,26,6895.12,PJ,117
1433,27,6407.27,PF,4
1434,69,5505.0,PJ,4
1435,74,1983.23,PJ,9
1436,70,13145.3,PF,15
1437,43,29043.41,Agro,26
1438,58,4949.6,PF,79
1439,52,2127.95,PF,90
1440,69,5030.54,PF,92
1441,42,10849.65,PF,71
1442,43,3004.45,PF,32
1443,28,4433.22,PF,76
1444,55,6454.44,Agro,99
1445,19,12867.22,PJ,52
1446,24,9139.3,PF,32
1447,35,9447.4,PJ,9
1448,44,3494.64,Agro,78
1449,51,6778.66,PJ,13
1450,44,2758.46,Agro,56
1451,34,9666.49,PF,44
1452,60,12344.62,Agro,97
1453,61,7651.76,PF,96
1454,68,3663.12,PJ,83
1455,71,4175.62,PF,30
1456,41,20852.16,PJ,16
1457,42,3712.39,PF,12
1458,24,11384.36,PF,74
1459,69,6445.34,PJ,66
1460,23,3761.94,PF,18
1461,70,1676.19,PF,13
1462,41,5821.31,PJ,93
1463,50,5286.34,PJ,24
1464,66,20852.47,PJ,102
1465,46,2469.68,PJ,12
1466,60,30816.79,Agro,60
1467,39,6654.5,PF,60
1468,43,6649.28,PF,93
1469,45,3058.08,PJ,86
1470,67,6321.84,PF,100
1471,38,7175.59,PF,1
1472,66,10403.13,PF,43
1473,24,2246.98,PF,55
1474,34,15144.98,Agro,40
1475,37,6562.54,PJ,64
1476,58,7995.09,PF,34
1477,66,4118.51,Agro,34
1478,37,2339.02,PF,48
1479,71,5209.19,PF,33
1480,39,5709.21,PF,68
1481,45,1622.39,PF,102
1482,57,9270.83,PJ,30
1483,66,10907.65,PF,117
1484,24,2741.52,PF,116
1485,18,2168.81,PF,110
1486,49,3856.95,Agro,84
1487,30,5009.62,PF,90
1488,47,3978.51,Agro,79
1489,40,4680.99,PF,71
1490,68,5867.49,PF,71
1491,73,1644.82,PJ,114
1492,36,1803.28,PF,29
1493,49,556.78,PF,23
1494,47,10446.65,PF,34
1495,46,4975.0,PJ,84
1496,66,11364.85,PF,15
1497,62,1977.94,PJ,97
1498,46,5011.68,PF,53
1499,47,5836.35,PF,17
1500,33,3135.59,Agro,64
1501,57,1418.36,PF,84
1502,36,19864.65,PF,61
1503,35,15054.42,PF,57
1504,18,3620.81,PJ,77
1505,31,7392.21,PJ,108
1506,68,3334.8,Agro,88
1507,64,2216.48,Agro,118
1508,67,21201.12,PF,111
1509,19,1307.28,PF,37
1510,71,3911.19,PF,7
1511,45,5257.75,PJ,8
1512,66,18416.26,PJ,87
1513,67,10069.55,PF,78
1514,47,1289.75,PJ,68
1515,55,4903.97,PF,21
1516,68,4998.28,PF,61
1517,21,4094.21,PF,110
1518,18,8069.5,PF,74
1519,25,1591.95,PF,86
1520,46,3544.28,PF,94
1521,72,7208.78,PF,94
1522,56,8464.71,PF,80
1523,20,5538.81,PJ,75
1524,49,3902.16,PF,86
1525,27,4465.1,PF,29
1526,27,8886.83,PF,25
1527,36,5049.88,PF,58
1528,63,2135.64,PF,14
1529,51,1832.07,PJ,78
1530,50,1492.62,PF,66
1531,40,15747.94,PJ,54
1532,72,9376.57,PF,77
1533,45,4513.42,Agro,67
1534,49,3418.53,PJ,30
1535,67,3105.27,PJ,18
1536,24,11785.08,PJ,54
1537,46,22551.27,PF,100
1538,25,3028.08,PJ,21
1539,18,12218.82,PF,53
1540,74,5026.15,PJ,83
1541,72,4146.65,PF,16
1542,20,16372.71,PF,28
1543,41,4874.96,PJ,4
1544,40,6229.75,PF,115
1545,25,5994.63,PF,55
1546,71,1338.79,PF,15
1547,74,6190.24,PF,64
1548,64,3133.31,PF,65
1549,54,1576.68,Agro,112
1550,20,3249.61,PJ,111
1551,68,3228.23,PF,16
1552,50,11202.65,PF,118
1553,45,2098.48,Agro,20
1554,64,2612.65,Agro,64
1555,25,5933.15,PF,33
1556,51,1701.67,PF,81
1557,52,2900.95,Agro,69
1558,49,1297.79,PJ,69
1559,41,10260.01,PF,58
1560,31,3861.88,PF,39
1561,49,4852.58,Agro,77
1562,73,10227.22,Agro,108
1563,63,2757.79,PF,36
1564,60,3829.2,PJ,94
1565,33,2111.04,PF,68
1566,21,2107.37,Agro,87
1567,69,2353.21,PF,21
1568,54,3314.32,PF,63
1569,71,3612.53,PJ,85
1570,38,6191.33,PF,6
1571,31,2409.14,PF,24
1572,48,6346.8,PF,111
1573,72,7244.52,PF,53
1574,65,3380.38,PF,95
1575,35,2581.74,Agro,83
1576,24,5260.93,PF,102
1577,27,4178.33,PF,76
1578,24,5862.21,PF,78
1579,50,17255.62,Agro,50
1580,40,5192.18,PJ,12
1581,38,2947.21,Agro,56
1582,36,2409.77,PJ,15
1583,65,2485.52,PF,83
1584,36,1525.06,PJ,92
1585,53,10365.05,PF,40
1586,46,823.35,PF,41
1587,35,7262.53,PF,69
1588,19,2454.18,Agro,69
1589,18,3261.93,PF,6
1590,64,2396.13,Agro,87
1591,22,15626.0,PJ,67
1592,37,4979.34,Agro,101
1593,28,9249.3,PF,33
1594,59,13910.81,PF,43
1595,19,5601.13,PF,21
1596,20,1888.43,PF,84
1597,40,4119.49,Agro,65
1598,72,2714.06,PF,103
1599,29,3285.25,PF,111
1600,37,4556.46,PJ,17
1601,22,4414.61,PF,93
1602,54,6834.15,PJ,8
1603,55,7675.92,Agro,64
1604,47,4414.65,PF,90
1605,26,6787.07,Agro,28
1606,51,3166.91,Agro,98
1607,70,14070.33,PF,90
1608,61,3126.25,PF,13
1609,52,12807.03,PF,108
1610,69,1508.92,PF,101
1611,39,3625.23,PJ,13
1612,61,3771.46,PF,38
1613,41,6143.77,PF,25
1614,34,9793.3,PF,111
1615,27,1808.92,PF,62
1616,47,2025.58,Agro,23
1617,73,1601.14,PF,86
1618,63,14131.3,PF,21
1619,40,6235.94,PJ,54
1620,49,2064.21,PF,63
1621,34,3447.91,PF,30
1622,67,12649.96,PF,75
1623,68,3934.36,PF,68
1624,34,3752.77,PF,97
1625,31,2630.59,PF,111
1626,26,2164.63,PF,76
1627,57,12665.78,Agro,73
1628,19,18753.23,Agro,32
1629,62,2234.66,PF,75
1630,42,15122.73,PF,101
1631,56,3327.87,PF,24
1632,26,7532.02,PF,7
1633,71,15186.64,PF,72
1634,39,4376.21,PJ,97
1635,60,3780.63,PJ,89
1636,63,9328.83,PF,1
1637,21,2022.39,Agro,3
1638,43,12303.62,PF,104
1639,46,5509.6,PF,28
1640,62,3095.79,PF,43
1641,51,3031.05,PF,97
1642,40,1624.95,Agro,46
1643,54,3200.5,PF,1
1644,28,3978.94,Agro,38
1645,23,2102.67,PF,117
1646,35,4739.22,PF,91
1647,38,7174.83,PF,102
1648,59,4143.19,Agro,35
1649,53,8351.37,PF,74
1650,58,2576.76,PF,76
1651,55,10967.66,PF,74
1652,51,5417.84,PF,54
1653,34,16919.22,PF,98
1654,54,33906.9,PF,24
1655,42,3373.83,PF,28
1656,55,3486.83,PF,22
1657,29,4035.99,PF,109
1658,40,7915.37,PF,16
1659,70,14196.86,PF,13
1660,59,2915.37,PF,100
1661,39,6667.47,PF,100
1662,38,4408.36,PF,62
1663,44,8058.54,Agro,43
1664,74,16441.54,PF,87
1665,48,4055.13,PF,78
1666,23,1292.21,PF,32
1667,44,8911.71,PF,67
1668,57,2524.59,PJ,91
1669,51,4383.08,PF,83
1670,29,9224.56,PJ,86
1671,62,6234.89,PF,57
1672,74,4530.66,PF,65
1673,70,3100.43,Agro,69
1674,24,483.03,PF,49
1675,27,8592.6,Agro,33
1676,62,4014.38,PF,115
1677,34,16492.63,PF,19
1678,43,6757.6,PF,36
1679,38,3187.84,PF,115
1680,45,11539.09,PF,70
1681,63,12343.73,Agro,15
1682,19,4124.81,Agro,100
1683,71,12770.79,PF,97
1684,60,3151.88,PF,24
1685,18,5584.32,PF,27
1686,68,7763.02,PF,49
1687,70,9207.98,Agro,75
1688,53,8080.57,PF,113
1689,68,3766.4,PJ,23
1690,43,11789.42,Agro,33
1691,46,4449.1,PJ,41
1692,38,3117.47,PJ,110
1693,28,3154.32,Agro,111
1694,57,23201.93,PF,56
1695,28,2714.64,PF,29
1696,53,13812.21,PF,31
1697,66,1981.53,PF,65
1698,56,7261.37,PF,98
1699,57,6233.33,PF,18
1700,52,17979.39,Agro,82
1701,71,2911.66,PJ,6
1702,51,2334.3,PF,52
1703,72,4477.37,PF,40
1704,64,18617.21,PJ,65
1705,41,2422.79,PF,111
1706,71,619.72,PF,42
1707,39,5155.47,PF,94
1708,22,10505.12,PF,68
1709,73,2184.09,Agro,32
1710,50,9685.12,PJ,10
1711,53,2145.81,Agro,107
1712,64,4371.03,PF,69
1713,37,8974.53,PF,9
1714,36,1900.8,Agro,69
1715,52,5682.86,PJ,61
1716,69,12990.57,PJ,11
1717,60,7180.67,PF,99
1718,34,2761.42,PF,91
1719,62,16563.8,Agro,68
1720,60,8322.47,PF,74
1721,51,1109.47,PF,103
1722,26,9812.33,PF,97
1723,43,3111.63,PJ,102
1724,19,5751.7,PF,8
1725,70,11008.28,PJ,49
1726,26,3166.29,PF,24
1727,26,1317.55,PF,103
1728,57,16390.16,PJ,33
1729,34,12477.31,PF,105
1730,18,4583.39,PJ,107
1731,42,9727.74,PF,19
1732,60,3657.34,Agro,2
1733,57,5311.22,PJ,55
1734,59,4378.97,PF,11
1735,42,3777.6,PJ,99
1736,56,6551.45,PJ,17
1737,52,1869.56,Agro,42
1738,20,4018.79,PF,61
1739,67,6320.69,PF,3
1740,54,21385.76,PF,86
1741,61,1931.35,PF,35
1742,61,7453.53,PF,85
1743,68,8136.53,PF,89
1744,47,1095.13,PF,103
1745,55,6825.53,Agro,66
1746,51,9939.06,PF,1
1747,29,7870.86,PF,7
1748,36,4595.62,PJ,20
1749,54,6416.27,PF,43
1750,61,5630.06,Agro,119
1751,66,1272.11,PF,6
1752,34,5736.8,Agro,55
1753,27,3664.12,PJ,100
1754,74,2796.55,Agro,115
1755,72,35881.46,PF,21
1756,66,13387.71,PF,51
1757,64,1958.36,PF,46
1758,29,6485.4,Agro,35
1759,33,15778.76,PF,100
1760,41,1484.81,PF,8
1761,36,5226.97,PF,114
1762,25,5427.63,PJ,68
1763,48,1772.96,PF,107
1764,38,6658.44,PF,16
1765,34,12004.02,PF,67
1766,40,16423.0,Agro,71
1767,54,4025.92,PJ,64
1768,71,36363.33,PF,2
1769,33,947.31,Agro,1
1770,23,6535.3,PF,58
1771,25,1587.9,PF,1
1772,42,5282.45,PF,102
1773,35,3237.23,PF,115
1774,42,7372.42,Agro,7
1775,29,4440.38,PF,88
1776,32,2538.21,PF,69
1777,43,2675.17,Agro,85
1778,58,23062.6,PJ,92
1779,62,7008.08,Agro,18
1780,43,1259.28,PJ,88
1781,64,7636.01,PF,32
1782,49,4205.96,PF,45
1783,27,4932.89,Agro,33
1784,33,9470.25,Agro,74
1785,24,12664.8,PF,73
1786,34,2472.41,Agro,49
1787,40,4799.21,PF,33
1788,43,3175.15,PF,97
1789,38,7922.72,PF,71
1790,39,4081.24,PF,68
1791,24,5031.14,PF,28
1792,31,3959.13,PF,87
1793,32,4514.75,PF,53
1794,70,19220.27,PF,96
1795,24,33276.71,PF,44
1796,26,6645.36,PJ,80
1797,68,4537.01,PF,110
1798,65,1371.27,Agro,55
1799,25,2674.9,PF,10
1800,67,4440.89,PF,14
1801,40,2773.73,PJ,103
1802,46,3017.18,PJ,36
1803,35,17332.03,Agro,34
1804,48,5029.28,Agro,88
1805,47,5402.24,PF,18
1806,69,2865.93,PF,16
1807,56,12607.36,PF,105
1808,52,4146.16,PF,37
1809,35,3239.94,PF,41
1810,59,1387.69,PF,25
1811,56,4680.3,Agro,8
1812,34,3160.08,PF,88
1813,31,18914.12,PF,84
1814,48,21485.19,PJ,112
1815,41,1829.46,PF,94
1816,52,2002.75,PF,84
1817,61,3940.03,PJ,18
1818,62,2558.48,PJ,68
1819,51,5848.46,PF,48
1820,20,3784.62,PF,100
1821,54,6151.34,PF,70
1822,60,11079.75,PF,67
1823,57,2097.75,Agro,18
1824,43,10896.2,PJ,111
1825,72,2743.74,Agro,104
1826,40,27413.37,Agro,18
1827,61,17975.78,Agro,56
1828,56,4489.68,PF,23
1829,32,2273.63,PF,35
1830,73,1951.02,PF,6
1831,66,9886.28,PF,118
1832,21,4796.67,PF,26
1833,46,10316.43,PF,85
1834,39,28663.6,Agro,61
1835,42,2653.66,PJ,88
1836,30,1837.0,PF,15
1837,35,5733.31,PJ,91
1838,50,12280.99,Agro,32
1839,33,2316.08,PF,12
1840,62,5052.81,PF,5
1841,59,14706.35,Agro,64
1842,61,1331.02,PJ,71
1843,19,5932.82,PJ,86
1844,72,3190.45,PF,27
1845,52,5428.0,PF,79
1846,59,8671.76,PF,103
1847,51,5864.35,PJ,45
1848,47,2190.36,PF,35
1849,72,3291.19,PF,26
1850,30,15386.94,PF,23
1851,30,6394.2,PF,13
1852,35,9626.31,PJ,90
1853,49,6004.33,Agro,3
1854,49,9388.99,Agro,29
1855,52,3579.87,PF,66
1856,56,2659.76,PF,64
1857,63,9053.97,Agro,28
1858,69,12111.36,PF,87
1859,46,2365.1,PJ,36
1860,66,3100.27,PF,113
1861,46,4313.13,PF,6
1862,70,17959.23,PF,11
1863,61,7711.81,PF,38
1864,74,1703.99,PJ,118
1865,33,4562.44,PF,34
1866,73,4037.16,PF,81
1867,61,1922.51,PF,67
1868,64,4519.54,PF,108
1869,74,3897.03,PF,46
1870,27,3680.1,PJ,98
1871,47,3547.84,PF,86
1872,42,15948.42,PF,29
1873,56,3674.0,PF,60
1874,37,5114.0,Agro,54
1875,22,4689.06,Agro,93
1876,18,3281.27,PJ,69
1877,47,5237.52,PF,74
1878,66,5178.55,PF,74
1879,20,5238.58,PF,117
1880,62,2471.58,PJ,9
1881,31,4167.62,PF,85
1882,73,9029.55,PJ,77
