id_cooperado,produto,tipo_interacao,data
445,Seguro de Vida,CONTRATOU,2026-03-06
445,Emprestimo Pessoal,PESQUISOU,2025-10-18
445,Emprestimo Pessoal,CONTRATOU,2025-09-03
445,Seguro de Vida,PESQUISOU,2025-10-04
446,Previdencia,PESQUISOU,2025-08-15
447,Previdencia,CONTRATOU,2026-03-09
447,Previdencia,CONTRATOU,2025-10-03
448,Antecipacao de Recebiveis,CONTRATOU,2025-11-07
448,Giro Caixa,CONTRATOU,2025-08-29
448,Maquininha,PESQUISOU,2026-02-25
449,CPR,PESQUISOU,2025-06-16
449,Consorcio Trator,CONTRATOU,2025-09-03
450,Cartao Black,CONTRATOU,2025-06-29
450,Previdencia,CONTRATOU,2025-09-30
450,Previdencia,CONTRATOU,2025-09-07
450,Emprestimo Pessoal,CONTRATOU,2025-09-19
451,Consorcio Carro,PESQUISOU,2026-04-07
451,Emprestimo Pessoal,CONTRATOU,2026-01-07
452,Previdencia,PESQUISOU,2025-07-30
452,Cartao Black,PESQUISOU,2026-04-04
452,Seguro de Vida,CONTRATOU,2025-08-08
452,Previdencia,CONTRATOU,2026-03-08
452,Emprestimo Pessoal,CONTRATOU,2026-02-09
453,Seguro de Vida,PESQUISOU,2025-06-07
453,Emprestimo Pessoal,PESQUISOU,2025-04-19
454,Cartao Black,CONTRATOU,2025-11-07
454,Cartao Black,CONTRATOU,2025-07-02
455,Maquininha,CONTRATOU,2025-10-16
455,Antecipacao de Recebiveis,CONTRATOU,2025-12-11
456,Previdencia,CONTRATOU,2025-04-25
456,Emprestimo Pessoal,CONTRATOU,2025-08-19
456,Cartao Black,CONTRATOU,2025-10-25
456,Previdencia,CONTRATOU,2025-08-14
457,Previdencia,CONTRATOU,2025-06-16
457,Consorcio Carro,PESQUISOU,2025-08-10
457,Consorcio Carro,PESQUISOU,2026-03-14
457,Cartao Black,CONTRATOU,2026-03-28
458,Emprestimo Pessoal,CONTRATOU,2026-03-30
458,Previdencia,CONTRATOU,2025-08-07
458,Consorcio Carro,CONTRATOU,2025-06-24
458,Cartao Black,CONTRATOU,2025-10-17
458,Consorcio Carro,CONTRATOU,2025-06-01
459,Seguro Safra,CONTRATOU,2025-11-30
459,Custeio Agricola,CONTRATOU,2025-12-17
459,Custeio Agricola,CONTRATOU,2025-05-18
460,Seguro Safra,PESQUISOU,2026-02-12
460,CPR,PESQUISOU,2025-12-04
461,Consorcio Trator,CONTRATOU,2025-04-22
461,Consorcio Trator,CONTRATOU,2026-03-11
461,Consorcio Trator,CONTRATOU,2026-02-23
461,Custeio Agricola,PESQUISOU,2025-12-25
461,Seguro Safra,CONTRATOU,2025-10-20
462,Emprestimo Pessoal,PESQUISOU,2025-12-24
462,Cartao Black,CONTRATOU,2026-02-23
463,Seguro de Vida,CONTRATOU,2026-01-07
463,Consorcio Carro,PESQUISOU,2025-10-27
464,Seguro de Vida,CONTRATOU,2025-07-29
464,Cartao Black,PESQUISOU,2025-05-10
464,Previdencia,CONTRATOU,2026-03-26
464,Seguro de Vida,CONTRATOU,2026-03-20
464,Cartao Black,CONTRATOU,2026-01-23
465,Seguro de Vida,CONTRATOU,2025-05-06
466,Custeio Agricola,CONTRATOU,2026-02-28
466,Custeio Agricola,CONTRATOU,2026-02-19
466,Seguro Safra,CONTRATOU,2025-11-07
466,Consorcio Trator,PESQUISOU,2025-11-18
466,Custeio Agricola,CONTRATOU,2026-03-31
467,Seguro de Vida,PESQUISOU,2025-05-22
467,Consorcio Carro,PESQUISOU,2025-09-30
467,Cartao Black,CONTRATOU,2026-02-11
467,Previdencia,CONTRATOU,2026-03-14
467,Cartao Black,PESQUISOU,2025-12-26
468,Seguro de Vida,PESQUISOU,2025-11-27
468,Seguro de Vida,CONTRATOU,2025-07-02
468,Previdencia,PESQUISOU,2026-02-18
468,Seguro de Vida,CONTRATOU,2025-11-17
468,Emprestimo Pessoal,CONTRATOU,2025-11-27
469,Seguro de Vida,CONTRATOU,2025-05-15
469,Consorcio Carro,CONTRATOU,2025-10-13
469,Previdencia,CONTRATOU,2025-07-27
469,Emprestimo Pessoal,CONTRATOU,2025-05-06
469,Cartao Black,CONTRATOU,2025-07-28
470,CPR,PESQUISOU,2025-07-28
470,Seguro Safra,PESQUISOU,2025-10-28
471,Consorcio Trator,PESQUISOU,2025-06-07
471,Consorcio Trator,PESQUISOU,2026-02-20
471,CPR,PESQUISOU,2025-04-29
471,Consorcio Trator,CONTRATOU,2025-04-17
472,Giro Caixa,CONTRATOU,2026-03-30
472,Antecipacao de Recebiveis,CONTRATOU,2025-07-05
472,Maquininha,CONTRATOU,2025-11-29
472,Seguro Empresarial,PESQUISOU,2026-03-19
472,Antecipacao de Recebiveis,CONTRATOU,2026-01-16
473,Consorcio Carro,CONTRATOU,2025-12-14
473,Seguro de Vida,CONTRATOU,2026-03-13
473,Consorcio Carro,PESQUISOU,2025-07-31
474,Consorcio Trator,CONTRATOU,2026-03-12
474,CPR,CONTRATOU,2026-03-27
474,Custeio Agricola,CONTRATOU,2025-10-17
474,CPR,PESQUISOU,2025-09-01
474,Seguro Safra,CONTRATOU,2026-01-27
475,Emprestimo Pessoal,PESQUISOU,2025-04-16
475,Cartao Black,CONTRATOU,2025-07-10
475,Cartao Black,CONTRATOU,2025-08-15
476,Cartao Black,PESQUISOU,2026-02-26
476,Previdencia,PESQUISOU,2025-11-09
477,Seguro de Vida,CONTRATOU,2025-06-11
477,Previdencia,PESQUISOU,2025-07-27
478,Seguro de Vida,CONTRATOU,2025-08-04
479,Seguro Safra,PESQUISOU,2025-05-12
479,CPR,CONTRATOU,2025-11-01
480,Cartao Black,CONTRATOU,2025-09-29
481,Emprestimo Pessoal,CONTRATOU,2025-12-07
481,Consorcio Carro,CONTRATOU,2026-04-14
482,Previdencia,CONTRATOU,2026-01-03
483,Emprestimo Pessoal,CONTRATOU,2026-01-06
483,Cartao Black,PESQUISOU,2025-11-11
484,Emprestimo Pessoal,CONTRATOU,2026-04-11
484,Previdencia,CONTRATOU,2025-07-08
484,Consorcio Carro,PESQUISOU,2025-08-09
484,Previdencia,CONTRATOU,2025-09-11
485,Emprestimo Pessoal,CONTRATOU,2025-05-08
485,Previdencia,CONTRATOU,2025-05-02
486,Seguro de Vida,CONTRATOU,2026-01-27
486,Seguro de Vida,CONTRATOU,2025-12-20
486,Previdencia,CONTRATOU,2025-09-30
486,Seguro de Vida,CONTRATOU,2025-06-20
486,Previdencia,CONTRATOU,2026-01-05
487,Consorcio Carro,CONTRATOU,2025-06-27
487,Cartao Black,CONTRATOU,2026-04-08
487,Consorcio Carro,PESQUISOU,2025-12-19
487,Previdencia,CONTRATOU,2025-04-28
487,Seguro de Vida,CONTRATOU,2025-05-24
488,Seguro Safra,PESQUISOU,2025-06-10
488,Custeio Agricola,PESQUISOU,2026-03-05
488,Consorcio Trator,CONTRATOU,2025-12-08
489,Emprestimo Pessoal,PESQUISOU,2026-03-29
489,Consorcio Carro,CONTRATOU,2025-05-08
489,Seguro de Vida,CONTRATOU,2025-10-21
489,Consorcio Carro,CONTRATOU,2025-06-08
490,Seguro Safra,CONTRATOU,2026-02-21
491,Custeio Agricola,CONTRATOU,2025-10-08
492,Previdencia,CONTRATOU,2025-11-06
492,Emprestimo Pessoal,CONTRATOU,2025-07-02
492,Previdencia,PESQUISOU,2026-01-07
492,Emprestimo Pessoal,PESQUISOU,2026-01-04
492,Previdencia,PESQUISOU,2025-06-30
493,Previdencia,PESQUISOU,2026-01-08
493,Cartao Black,CONTRATOU,2026-01-09
493,Consorcio Carro,CONTRATOU,2025-12-15
493,Emprestimo Pessoal,CONTRATOU,2025-05-18
493,Previdencia,CONTRATOU,2025-06-01
494,Consorcio Carro,CONTRATOU,2026-01-20
494,Previdencia,PESQUISOU,2025-10-16
494,Cartao Black,CONTRATOU,2025-09-24
495,Consorcio Carro,CONTRATOU,2025-11-07
495,Consorcio Carro,CONTRATOU,2026-03-20
496,Cartao Black,CONTRATOU,2025-07-26
496,Cartao Black,PESQUISOU,2025-07-01
496,Consorcio Carro,CONTRATOU,2025-09-21
496,Emprestimo Pessoal,PESQUISOU,2025-10-13
496,Emprestimo Pessoal,PESQUISOU,2026-04-13
497,Seguro de Vida,CONTRATOU,2025-07-04
497,Consorcio Carro,PESQUISOU,2026-02-25
498,Consorcio Carro,CONTRATOU,2026-03-31
499,Previdencia,CONTRATOU,2025-08-14
499,Emprestimo Pessoal,CONTRATOU,2025-11-22
499,Consorcio Carro,CONTRATOU,2025-10-30
500,Maquininha,CONTRATOU,2026-04-03
500,Maquininha,CONTRATOU,2025-06-15
500,Giro Caixa,CONTRATOU,2026-02-19
500,Maquininha,PESQUISOU,2025-05-25
501,Custeio Agricola,CONTRATOU,2025-11-01
501,Custeio Agricola,CONTRATOU,2025-07-08
501,Consorcio Trator,PESQUISOU,2025-11-21
502,Giro Caixa,CONTRATOU,2025-12-19
502,Giro Caixa,PESQUISOU,2026-02-14
502,Maquininha,PESQUISOU,2025-07-02
503,Giro Caixa,CONTRATOU,2025-12-17
504,Emprestimo Pessoal,CONTRATOU,2025-09-06
504,Seguro de Vida,PESQUISOU,2025-09-04
504,Previdencia,CONTRATOU,2025-09-16
504,Emprestimo Pessoal,CONTRATOU,2026-02-11
504,Previdencia,PESQUISOU,2025-07-27
505,Giro Caixa,CONTRATOU,2026-02-11
505,Antecipacao de Recebiveis,CONTRATOU,2025-05-05
505,Seguro Empresarial,CONTRATOU,2025-08-06
505,Giro Caixa,CONTRATOU,2025-05-16
505,Seguro Empresarial,CONTRATOU,2026-02-21
506,Seguro de Vida,CONTRATOU,2025-05-27
506,Cartao Black,CONTRATOU,2025-08-02
506,Consorcio Carro,PESQUISOU,2025-11-24
506,Previdencia,CONTRATOU,2025-08-07
507,Seguro Safra,CONTRATOU,2025-07-26
507,Seguro Safra,PESQUISOU,2025-07-30
507,Custeio Agricola,CONTRATOU,2025-06-18
508,Seguro de Vida,PESQUISOU,2025-11-02
509,CPR,CONTRATOU,2025-08-20
509,CPR,PESQUISOU,2025-11-09
509,Consorcio Trator,CONTRATOU,2025-10-19
509,CPR,CONTRATOU,2025-08-05
509,Consorcio Trator,CONTRATOU,2026-01-14
510,Consorcio Carro,CONTRATOU,2025-10-28
510,Seguro de Vida,CONTRATOU,2026-02-08
510,Cartao Black,CONTRATOU,2025-07-21
511,Emprestimo Pessoal,CONTRATOU,2025-05-19
511,Cartao Black,PESQUISOU,2026-04-08
512,Consorcio Carro,PESQUISOU,2026-02-23
512,Cartao Black,PESQUISOU,2025-10-19
512,Seguro de Vida,CONTRATOU,2025-07-22
512,Emprestimo Pessoal,CONTRATOU,2026-02-26
512,Previdencia,CONTRATOU,2026-01-02
513,Seguro de Vida,CONTRATOU,2026-04-09
513,Consorcio Carro,CONTRATOU,2025-11-23
513,Cartao Black,CONTRATOU,2026-02-08
513,Emprestimo Pessoal,PESQUISOU,2025-05-19
513,Previdencia,PESQUISOU,2025-12-09
514,Consorcio Carro,CONTRATOU,2025-09-20
514,Seguro de Vida,CONTRATOU,2025-08-15
514,Consorcio Carro,CONTRATOU,2026-03-29
515,Seguro Empresarial,PESQUISOU,2025-04-17
515,Antecipacao de Recebiveis,PESQUISOU,2026-01-06
516,CPR,CONTRATOU,2025-10-10
516,Consorcio Trator,CONTRATOU,2025-12-03
516,Seguro Safra,PESQUISOU,2026-03-02
516,Consorcio Trator,PESQUISOU,2026-01-01
516,Seguro Safra,CONTRATOU,2026-02-21
517,Previdencia,CONTRATOU,2025-12-18
517,Consorcio Carro,CONTRATOU,2025-06-20
517,Consorcio Carro,CONTRATOU,2026-03-10
517,Cartao Black,CONTRATOU,2026-01-31
517,Previdencia,CONTRATOU,2026-04-03
518,Seguro Safra,CONTRATOU,2026-01-19
518,CPR,CONTRATOU,2025-07-14
518,Custeio Agricola,CONTRATOU,2026-02-23
519,Cartao Black,CONTRATOU,2025-10-01
520,Custeio Agricola,CONTRATOU,2026-04-14
520,Custeio Agricola,CONTRATOU,2025-11-27
520,Seguro Safra,PESQUISOU,2025-05-01
520,Consorcio Trator,CONTRATOU,2026-01-25
521,Emprestimo Pessoal,PESQUISOU,2025-09-08
521,Previdencia,CONTRATOU,2025-09-12
521,Previdencia,CONTRATOU,2025-07-07
521,Previdencia,PESQUISOU,2025-06-19
521,Emprestimo Pessoal,PESQUISOU,2025-05-13
522,Consorcio Carro,CONTRATOU,2025-07-13
522,Seguro de Vida,PESQUISOU,2025-11-03
523,Custeio Agricola,CONTRATOU,2025-10-01
523,Seguro Safra,CONTRATOU,2025-05-26
523,Consorcio Trator,CONTRATOU,2026-02-08
523,Consorcio Trator,CONTRATOU,2026-01-22
524,Antecipacao de Recebiveis,CONTRATOU,2025-08-29
524,Seguro Empresarial,CONTRATOU,2025-09-08
524,Antecipacao de Recebiveis,PESQUISOU,2025-11-26
525,Consorcio Trator,PESQUISOU,2026-04-04
526,Consorcio Carro,CONTRATOU,2025-08-28
526,Consorcio Carro,CONTRATOU,2025-11-07
526,Previdencia,CONTRATOU,2025-11-18
526,Seguro de Vida,CONTRATOU,2026-01-22
526,Previdencia,CONTRATOU,2026-02-03
527,Custeio Agricola,CONTRATOU,2025-12-10
527,Custeio Agricola,CONTRATOU,2025-08-16
527,Consorcio Trator,PESQUISOU,2025-09-27
527,Consorcio Trator,PESQUISOU,2025-09-08
527,Consorcio Trator,CONTRATOU,2025-06-27
528,Consorcio Carro,CONTRATOU,2025-10-25
528,Seguro de Vida,CONTRATOU,2025-09-18
529,Consorcio Carro,CONTRATOU,2026-03-20
529,Seguro de Vida,PESQUISOU,2025-12-08
530,Consorcio Carro,PESQUISOU,2026-03-10
530,Emprestimo Pessoal,PESQUISOU,2025-08-28
530,Previdencia,CONTRATOU,2025-12-12
530,Seguro de Vida,CONTRATOU,2025-11-25
530,Previdencia,PESQUISOU,2026-02-23
531,Consorcio Trator,CONTRATOU,2025-05-13
531,Seguro Safra,PESQUISOU,2025-09-08
531,Custeio Agricola,CONTRATOU,2025-05-08
532,Cartao Black,CONTRATOU,2025-07-20
532,Seguro de Vida,CONTRATOU,2025-07-11
533,Seguro de Vida,PESQUISOU,2025-11-21
534,Emprestimo Pessoal,CONTRATOU,2025-11-30
534,Consorcio Carro,CONTRATOU,2025-07-14
534,Emprestimo Pessoal,CONTRATOU,2025-05-27
535,Consorcio Carro,CONTRATOU,2025-04-19
535,Consorcio Carro,PESQUISOU,2025-11-27
535,Previdencia,PESQUISOU,2026-03-12
535,Previdencia,CONTRATOU,2025-05-30
535,Cartao Black,CONTRATOU,2025-09-17
536,Emprestimo Pessoal,CONTRATOU,2025-05-11
537,Seguro de Vida,CONTRATOU,2025-10-28
537,Emprestimo Pessoal,CONTRATOU,2025-10-29
537,Seguro de Vida,PESQUISOU,2025-11-14
537,Emprestimo Pessoal,CONTRATOU,2025-06-22
538,Emprestimo Pessoal,CONTRATOU,2025-05-02
539,Custeio Agricola,CONTRATOU,2025-11-16
539,Seguro Safra,CONTRATOU,2025-06-07
539,Seguro Safra,CONTRATOU,2025-06-09
540,Consorcio Carro,CONTRATOU,2025-11-05
540,Emprestimo Pessoal,PESQUISOU,2025-04-19
541,Previdencia,CONTRATOU,2026-02-06
542,Cartao Black,PESQUISOU,2026-01-29
542,Emprestimo Pessoal,CONTRATOU,2025-09-18
542,Seguro de Vida,PESQUISOU,2025-08-05
542,Emprestimo Pessoal,PESQUISOU,2025-04-25
542,Consorcio Carro,CONTRATOU,2026-02-22
543,Seguro de Vida,PESQUISOU,2026-03-30
543,Seguro de Vida,PESQUISOU,2025-06-07
543,Seguro de Vida,CONTRATOU,2026-01-27
543,Emprestimo Pessoal,CONTRATOU,2026-03-09
543,Cartao Black,PESQUISOU,2025-09-14
544,Seguro Empresarial,CONTRATOU,2025-07-22
545,Consorcio Trator,CONTRATOU,2026-03-14
545,CPR,CONTRATOU,2025-06-07
545,Custeio Agricola,PESQUISOU,2025-05-04
546,Emprestimo Pessoal,PESQUISOU,2025-06-04
546,Cartao Black,CONTRATOU,2025-04-27
546,Seguro de Vida,PESQUISOU,2025-09-28
546,Previdencia,PESQUISOU,2025-05-15
547,Consorcio Carro,CONTRATOU,2025-11-22
547,Seguro de Vida,CONTRATOU,2026-04-05
548,Seguro de Vida,PESQUISOU,2025-09-01
548,Previdencia,PESQUISOU,2025-05-02
548,Seguro de Vida,CONTRATOU,2025-08-11
548,Previdencia,CONTRATOU,2026-02-09
549,Consorcio Carro,PESQUISOU,2026-04-02
549,Consorcio Carro,CONTRATOU,2025-08-12
549,Emprestimo Pessoal,CONTRATOU,2025-12-22
550,Seguro de Vida,CONTRATOU,2025-10-31
550,Seguro de Vida,CONTRATOU,2026-03-20
550,Cartao Black,PESQUISOU,2025-07-08
550,Seguro de Vida,PESQUISOU,2025-07-06
551,Custeio Agricola,PESQUISOU,2026-04-04
551,Consorcio Trator,PESQUISOU,2026-03-16
551,CPR,CONTRATOU,2025-07-18
552,Emprestimo Pessoal,PESQUISOU,2025-07-25
552,Previdencia,CONTRATOU,2025-05-10
552,Consorcio Carro,CONTRATOU,2026-03-20
553,Cartao Black,CONTRATOU,2025-12-03
553,Previdencia,CONTRATOU,2026-01-04
553,Emprestimo Pessoal,CONTRATOU,2025-09-20
553,Consorcio Carro,CONTRATOU,2025-06-08
554,Seguro Safra,PESQUISOU,2026-03-27
554,CPR,CONTRATOU,2025-04-23
554,CPR,CONTRATOU,2025-06-06
554,Custeio Agricola,CONTRATOU,2025-05-26
555,Seguro de Vida,PESQUISOU,2025-04-21
555,Seguro de Vida,CONTRATOU,2025-08-14
555,Cartao Black,PESQUISOU,2025-12-18
555,Cartao Black,CONTRATOU,2026-01-23
555,Emprestimo Pessoal,PESQUISOU,2025-08-24
556,Seguro de Vida,PESQUISOU,2025-11-13
557,Seguro de Vida,CONTRATOU,2025-11-27
557,Consorcio Carro,CONTRATOU,2025-08-06
557,Seguro de Vida,CONTRATOU,2025-05-09
558,Emprestimo Pessoal,CONTRATOU,2025-08-24
558,Consorcio Carro,PESQUISOU,2025-04-22
558,Cartao Black,PESQUISOU,2025-08-21
559,Previdencia,CONTRATOU,2026-04-13
560,Consorcio Carro,PESQUISOU,2025-06-18
560,Emprestimo Pessoal,PESQUISOU,2025-07-10
560,Emprestimo Pessoal,PESQUISOU,2025-07-04
560,Previdencia,CONTRATOU,2025-09-21
560,Seguro de Vida,CONTRATOU,2026-04-04
561,Consorcio Trator,CONTRATOU,2026-02-02
561,Seguro Safra,CONTRATOU,2025-12-06
561,CPR,CONTRATOU,2025-12-01
562,Emprestimo Pessoal,PESQUISOU,2025-12-06
562,Consorcio Carro,PESQUISOU,2025-07-30
562,Previdencia,CONTRATOU,2025-05-17
562,Seguro de Vida,PESQUISOU,2025-10-24
563,Consorcio Carro,CONTRATOU,2026-02-27
563,Consorcio Carro,CONTRATOU,2026-03-12
563,Consorcio Carro,CONTRATOU,2026-03-04
563,Cartao Black,PESQUISOU,2026-03-19
563,Seguro de Vida,PESQUISOU,2025-11-19
564,Seguro Empresarial,CONTRATOU,2025-09-28
564,Seguro Empresarial,PESQUISOU,2025-11-13
564,Seguro Empresarial,PESQUISOU,2025-05-11
565,Consorcio Trator,CONTRATOU,2026-03-23
565,Consorcio Trator,CONTRATOU,2025-12-20
565,Consorcio Trator,CONTRATOU,2025-08-15
565,Custeio Agricola,CONTRATOU,2025-10-25
566,Consorcio Carro,PESQUISOU,2026-03-23
566,Consorcio Carro,CONTRATOU,2025-07-13
566,Previdencia,PESQUISOU,2025-11-30
567,Cartao Black,PESQUISOU,2025-07-11
567,Consorcio Carro,PESQUISOU,2025-04-20
567,Cartao Black,CONTRATOU,2026-03-22
567,Previdencia,CONTRATOU,2026-03-24
567,Cartao Black,PESQUISOU,2025-05-21
568,Cartao Black,CONTRATOU,2025-09-04
568,Emprestimo Pessoal,PESQUISOU,2025-05-20
568,Cartao Black,PESQUISOU,2025-11-19
568,Consorcio Carro,CONTRATOU,2026-04-04
569,Seguro Safra,PESQUISOU,2025-10-24
569,CPR,PESQUISOU,2025-09-23
569,CPR,CONTRATOU,2025-06-05
569,CPR,CONTRATOU,2025-05-23
570,Consorcio Carro,CONTRATOU,2025-07-26
570,Cartao Black,CONTRATOU,2025-08-15
571,Cartao Black,CONTRATOU,2026-01-16
571,Emprestimo Pessoal,CONTRATOU,2026-02-20
571,Emprestimo Pessoal,PESQUISOU,2025-08-30
571,Consorcio Carro,PESQUISOU,2026-03-05
571,Seguro de Vida,CONTRATOU,2025-10-18
572,Emprestimo Pessoal,CONTRATOU,2026-03-15
572,Cartao Black,CONTRATOU,2025-11-20
572,Previdencia,PESQUISOU,2025-11-27
572,Emprestimo Pessoal,PESQUISOU,2025-12-16
573,Emprestimo Pessoal,CONTRATOU,2025-10-18
573,Consorcio Carro,CONTRATOU,2026-04-08
574,Consorcio Carro,PESQUISOU,2026-01-31
574,Consorcio Carro,CONTRATOU,2025-07-18
574,Consorcio Carro,CONTRATOU,2025-12-16
574,Consorcio Carro,CONTRATOU,2025-07-19
574,Cartao Black,CONTRATOU,2025-10-20
575,Emprestimo Pessoal,CONTRATOU,2025-12-11
575,Seguro de Vida,PESQUISOU,2026-02-14
576,Emprestimo Pessoal,CONTRATOU,2025-11-17
576,Previdencia,CONTRATOU,2025-08-13
576,Emprestimo Pessoal,PESQUISOU,2026-01-20
577,Giro Caixa,CONTRATOU,2025-05-10
577,Antecipacao de Recebiveis,CONTRATOU,2026-01-16
577,Maquininha,CONTRATOU,2025-07-18
578,Giro Caixa,CONTRATOU,2026-03-15
578,Giro Caixa,CONTRATOU,2025-08-25
578,Seguro Empresarial,PESQUISOU,2025-06-19
578,Seguro Empresarial,CONTRATOU,2026-03-25
579,Emprestimo Pessoal,CONTRATOU,2025-11-21
579,Cartao Black,PESQUISOU,2025-11-20
580,Consorcio Carro,CONTRATOU,2026-01-13
580,Emprestimo Pessoal,PESQUISOU,2025-12-21
580,Previdencia,CONTRATOU,2026-03-24
580,Previdencia,PESQUISOU,2026-01-10
580,Previdencia,CONTRATOU,2025-08-01
581,Seguro Empresarial,CONTRATOU,2025-06-01
581,Giro Caixa,CONTRATOU,2025-12-28
581,Giro Caixa,CONTRATOU,2025-11-25
582,Consorcio Carro,CONTRATOU,2025-07-24
582,Emprestimo Pessoal,CONTRATOU,2026-02-25
582,Seguro de Vida,CONTRATOU,2026-02-15
583,Emprestimo Pessoal,PESQUISOU,2025-06-18
583,Seguro de Vida,CONTRATOU,2025-04-26
583,Emprestimo Pessoal,CONTRATOU,2025-10-08
584,Seguro de Vida,CONTRATOU,2025-06-30
584,Previdencia,PESQUISOU,2025-11-20
584,Consorcio Carro,PESQUISOU,2025-12-31
585,Cartao Black,CONTRATOU,2026-04-14
585,Consorcio Carro,CONTRATOU,2025-07-14
586,Seguro de Vida,PESQUISOU,2026-02-10
586,Emprestimo Pessoal,CONTRATOU,2025-07-27
586,Consorcio Carro,CONTRATOU,2025-08-24
587,Seguro de Vida,CONTRATOU,2026-01-14
588,Consorcio Carro,CONTRATOU,2025-10-01
588,Cartao Black,PESQUISOU,2025-05-03
588,Seguro de Vida,PESQUISOU,2025-11-29
588,Consorcio Carro,PESQUISOU,2025-12-20
589,Cartao Black,PESQUISOU,2025-09-21
589,Consorcio Carro,CONTRATOU,2026-01-11
589,Cartao Black,CONTRATOU,2025-08-31
590,Seguro de Vida,CONTRATOU,2025-10-11
590,Previdencia,CONTRATOU,2025-07-15
590,Seguro de Vida,CONTRATOU,2025-11-15
591,Previdencia,CONTRATOU,2026-01-10
591,Previdencia,CONTRATOU,2026-03-02
591,Seguro de Vida,CONTRATOU,2025-04-24
591,Cartao Black,CONTRATOU,2025-07-08
592,Previdencia,CONTRATOU,2025-10-30
592,Emprestimo Pessoal,CONTRATOU,2025-08-23
593,Consorcio Trator,CONTRATOU,2025-07-11
593,CPR,CONTRATOU,2025-07-19
593,Custeio Agricola,PESQUISOU,2025-07-19
593,Consorcio Trator,PESQUISOU,2026-02-10
593,Consorcio Trator,CONTRATOU,2026-03-30
594,Consorcio Trator,PESQUISOU,2026-01-12
594,CPR,PESQUISOU,2026-03-29
594,CPR,PESQUISOU,2025-04-20
594,Custeio Agricola,CONTRATOU,2026-04-05
595,Previdencia,PESQUISOU,2026-03-30
595,Cartao Black,CONTRATOU,2026-03-04
595,Previdencia,CONTRATOU,2025-11-10
595,Previdencia,CONTRATOU,2026-03-22
596,Emprestimo Pessoal,CONTRATOU,2025-06-17
596,Seguro de Vida,CONTRATOU,2025-08-20
596,Previdencia,PESQUISOU,2025-08-13
597,Previdencia,CONTRATOU,2026-01-23
597,Previdencia,CONTRATOU,2025-08-24
598,CPR,PESQUISOU,2025-12-02
598,Custeio Agricola,CONTRATOU,2026-03-13
598,Consorcio Trator,CONTRATOU,2025-05-14
598,Custeio Agricola,CONTRATOU,2025-04-29
599,Seguro Empresarial,CONTRATOU,2025-07-20
600,Emprestimo Pessoal,CONTRATOU,2025-12-05
600,Previdencia,CONTRATOU,2026-02-16
601,Seguro de Vida,PESQUISOU,2025-05-28
601,Seguro de Vida,CONTRATOU,2025-07-10
601,Previdencia,CONTRATOU,2025-06-23
601,Previdencia,CONTRATOU,2026-02-16
602,Seguro de Vida,PESQUISOU,2025-12-07
602,Cartao Black,CONTRATOU,2026-02-12
602,Cartao Black,CONTRATOU,2025-05-19
603,Cartao Black,PESQUISOU,2025-07-09
603,Seguro de Vida,PESQUISOU,2025-08-31
604,Emprestimo Pessoal,CONTRATOU,2025-09-26
604,Cartao Black,CONTRATOU,2025-10-18
605,Consorcio Carro,CONTRATOU,2025-08-24
605,Consorcio Carro,CONTRATOU,2026-02-08
605,Seguro de Vida,CONTRATOU,2025-08-13
605,Consorcio Carro,PESQUISOU,2026-02-02
606,Custeio Agricola,CONTRATOU,2025-05-04
606,CPR,CONTRATOU,2025-10-20
606,CPR,CONTRATOU,2025-11-16
607,Previdencia,CONTRATOU,2025-07-29
608,Seguro de Vida,CONTRATOU,2025-06-14
608,Cartao Black,CONTRATOU,2026-03-11
609,Consorcio Carro,PESQUISOU,2025-09-27
609,Cartao Black,PESQUISOU,2026-03-12
610,Cartao Black,PESQUISOU,2026-03-14
610,Emprestimo Pessoal,CONTRATOU,2025-06-09
610,Emprestimo Pessoal,CONTRATOU,2025-06-03
610,Emprestimo Pessoal,PESQUISOU,2026-02-14
611,Emprestimo Pessoal,PESQUISOU,2025-10-25
611,Consorcio Carro,PESQUISOU,2025-09-06
611,Previdencia,PESQUISOU,2026-02-01
611,Emprestimo Pessoal,PESQUISOU,2025-09-06
611,Consorcio Carro,CONTRATOU,2025-05-13
612,Custeio Agricola,PESQUISOU,2026-01-21
613,Maquininha,PESQUISOU,2026-03-14
613,Maquininha,CONTRATOU,2025-06-30
614,Cartao Black,CONTRATOU,2026-03-20
614,Cartao Black,PESQUISOU,2025-10-25
615,Emprestimo Pessoal,CONTRATOU,2025-07-24
616,Seguro Safra,PESQUISOU,2025-12-30
616,Consorcio Trator,PESQUISOU,2025-12-06
616,CPR,CONTRATOU,2025-08-02
616,Consorcio Trator,PESQUISOU,2025-06-20
616,Seguro Safra,CONTRATOU,2025-08-02
617,Custeio Agricola,PESQUISOU,2025-09-10
617,CPR,PESQUISOU,2025-04-30
617,Seguro Safra,CONTRATOU,2026-02-19
618,Consorcio Trator,CONTRATOU,2026-03-10
619,Emprestimo Pessoal,CONTRATOU,2025-08-02
619,Cartao Black,CONTRATOU,2025-08-04
620,Cartao Black,CONTRATOU,2025-06-25
620,Consorcio Carro,CONTRATOU,2025-09-20
620,Consorcio Carro,CONTRATOU,2025-10-19
620,Seguro de Vida,PESQUISOU,2026-03-09
621,Seguro de Vida,CONTRATOU,2025-12-18
621,Seguro de Vida,CONTRATOU,2025-06-08
